Node_ID	Description	Family	Colour (Family)
OR420742	Methylophilales phage MEP432	Autographiviridae	#537AB6
OR420740	Roseobacter phage CRP-114	Autographiviridae	#537AB6
OR420739	Methylophilales phage MEP431	Autographiviridae	#537AB6
OR420738	Pelagibacter phage HTVC131P	Autographiviridae	#537AB6
OR420737	Roseobacter phage CRP-171	Autographiviridae	#537AB6
OR420736	Pelagibacter phage HTVC304P	Autographiviridae	#537AB6
OR420735	Pelagibacter phage HTVC168P	Autographiviridae	#537AB6
OR420734	Roseobacter phage CRP-804	Autographiviridae	#537AB6
OQ784832	Streptomyces phage Mulchroom	Unclassified	#D3D3D3
OQ357865	Satellite phage MiniFlayer	Unclassified	#D3D3D3
LC785692	Bacillus phage CM1	Unclassified	#D3D3D3
OR636717	Shewanella phage ZP9	Unclassified	#D3D3D3
OR575930	Pseudomonas phage PseuGes_254	Unclassified	#D3D3D3
OR575929	phage csAssE-Sib	Unclassified	#D3D3D3
OR565852	Citrobacter phage phiNP	Unclassified	#D3D3D3
OR565851	Citrobacter phage Shae_phiSM	Unclassified	#D3D3D3
OR387547	Klebsiella phage P06	Unclassified	#D3D3D3
OR387546	Klebsiella phage P01	Unclassified	#D3D3D3
OR344854	Salmonella phage PRF-SP10	Autographiviridae	#537AB6
OR344853	Salmonella phage PRF-SP9	Autographiviridae	#537AB6
OQ921102	Klebsiella phage vB_KpnP_EKp2	Unclassified	#D3D3D3
OQ921101	Klebsiella phage vB_KpnP_MUC100	Unclassified	#D3D3D3
OQ863045	Brochothrix phage BtpYZU03	Unclassified	#D3D3D3
OQ863044	Brochothrix phage BtpYZU02	Unclassified	#D3D3D3
OR545059	Yersinia phage vB_YpM_476B	Unclassified	#D3D3D3
OR545058	Yersinia phage vB_YpM_476A	Unclassified	#D3D3D3
OR545057	Yersinia phage vB_YpM_117	Unclassified	#D3D3D3
OR545056	Yersinia phage vB_YpM_115	Unclassified	#D3D3D3
OR545055	Yersinia phage vB_YpM_44	Unclassified	#D3D3D3
OR545054	Yersinia phage vB_YpM_41	Unclassified	#D3D3D3
OR545053	Yersinia phage vB_YpM_39	Unclassified	#D3D3D3
OR672055	Proteus phage P2-71	Casjensviridae	#CF770A
OR621298	Escherichia phage vB_EcoD-Elw	Unclassified	#D3D3D3
OR611941	Pseudomonas phage PBJ	Unclassified	#D3D3D3
OR420688	Vibrio phage VRU	Unclassified	#D3D3D3
OR426634	Klebsiella phage pKMKP103	Unclassified	#D3D3D3
OR396896	Achromobacter phage tuull	Unclassified	#D3D3D3
OR238910	Pseudomonas phage PA69	Unclassified	#D3D3D3
OR602703	Staphylococcus phage vB_SauM-V1SA15	Herelleviridae	#9DCE6A
OR602702	Staphylococcus phage vB_SauM-V1SA09	Herelleviridae	#9DCE6A
OR602701	Staphylococcus phage vB_SauP-V4SA02	Rountreeviridae	#ED1918
OR526489	Salmonella phage STP-3	Casjensviridae	#CF770A
OR526488	Salmonella phage STP-2	Casjensviridae	#CF770A
OR526487	Salmonella phage STP-1	Unclassified	#D3D3D3
OR677401	Escherichia phage LQ5	Unclassified	#D3D3D3
OR474059	Lambdavirus lambda	Unclassified	#D3D3D3
OR576727	Myxococcus phage Mx1	Unclassified	#D3D3D3
OP820702	Aeromonas phage vB_AdhM_DL	Unclassified	#D3D3D3
OP820701	Aeromonas phage vB_AdhM_TS9	Unclassified	#D3D3D3
OP820700	Aeromonas phage vB_AdhS_TS3	Unclassified	#D3D3D3
OP627531	Pseudomonas phage vB-PaeM-YQ78	Unclassified	#D3D3D3
OY757062	Klebsiella phage vB_Ko_K66PH128C1	Autographiviridae	#537AB6
OY757061	Klebsiella phage vB_Kpn_K10PH82C1	Autographiviridae	#537AB6
OR538763	Pseudomonas phage PSP30	Unclassified	#D3D3D3
OR538762	Pseudomonas phage PSP3-DeSoir-2023	Unclassified	#D3D3D3
OR538761	Pseudomonas phage PSP2	Unclassified	#D3D3D3
OY757094	Klebsiella phage vB_Ko_K29PH164C1	Drexlerviridae	#A63C53
OY757093	Klebsiella phage vB_Kpn_K2069PH1	Drexlerviridae	#A63C53
OY757092	Klebsiella phage vB_Kpn_K24PH164C1	Autographiviridae	#537AB6
OY757091	Klebsiella phage vB_Kpn_K17alpha61	Drexlerviridae	#A63C53
OY757090	Klebsiella phage vB_Kpn_K80PH1317a	Autographiviridae	#537AB6
OY757089	Klebsiella phage vB_Kpn_K28PH129	Drexlerviridae	#A63C53
OY757088	Klebsiella phage vB_Kpl_K72PH164C2	Autographiviridae	#537AB6
OY757087	Klebsiella phage vB_Kpn_K80PH1317b	Autographiviridae	#537AB6
OY757067	Klebsiella phage vB_Kpn_K23PH08C2	Unclassified	#D3D3D3
OY757066	Klebsiella phage vB_Ko_K70PH128C1	Unclassified	#D3D3D3
OY757065	Klebsiella phage vB_Kpn_K40PH129C1	Autographiviridae	#537AB6
OY757064	Klebsiella phage vB_Kpn_K62PH164C2	Drexlerviridae	#A63C53
OY757063	Klebsiella phage vB_Kpl_K59PH2	Autographiviridae	#537AB6
OX639564	Clostridium phage CAK1	Inoviridae	#3A6237
OR553911	Microbacterium phage ChikPic	Unclassified	#D3D3D3
OR573959	Staphylococcus phage vB_SA_STAP152	Unclassified	#D3D3D3
MZ573780	Mammaliicoccus phage vB_MscM-PMS3	Herelleviridae	#9DCE6A
OQ818709	Erwinia phage Tian	Unclassified	#D3D3D3
OQ818708	Erwinia phage Tapenade	Autographiviridae	#537AB6
OQ818707	Erwinia phage Rouille	Unclassified	#D3D3D3
OQ818706	Erwinia phage Pistou	Unclassified	#D3D3D3
OQ818705	Erwinia phage Pastis	Schitoviridae	#F27611
OQ818704	Erwinia phage Papaline	Chaseviridae	#47BE87
OQ818703	Erwinia phage Panisse	Unclassified	#D3D3D3
OQ818702	Erwinia phage Orgeat	Chaseviridae	#47BE87
OQ818701	Erwinia phage Nougat	Chaseviridae	#47BE87
OQ818700	Erwinia phage Navette	Chaseviridae	#47BE87
OQ818699	Erwinia phage Mauresque	Chaseviridae	#47BE87
OQ818698	Erwinia phage Fougasse	Chaseviridae	#47BE87
OQ818697	Erwinia phage Farigoule	Chaseviridae	#47BE87
OQ818696	Erwinia phage Calisson	Chaseviridae	#47BE87
OQ818695	Erwinia phage Berlingot	Chaseviridae	#47BE87
OQ818694	Erwinia phage Aioli	Chaseviridae	#47BE87
MT813197	Escherichia phage vB_EcoP_Kapi1	Unclassified	#D3D3D3
OR578708	Microcoleus phage My-WqHQDG	Unclassified	#D3D3D3
OR578707	Microcoleus phage My-WqHQDG	Unclassified	#D3D3D3
OR578706	Microcoleus phage My-WqHQDG	Unclassified	#D3D3D3
OR506460	Enterococcus phage AS-M1_NWU	Unclassified	#D3D3D3
OR637327	Klebsiella phage iPHaGe-KPN-11i	Unclassified	#D3D3D3
OR637326	Klebsiella phage iPHaGe-KPN-12i	Unclassified	#D3D3D3
OR538032	Vibrio phage PG216	Straboviridae	#5F3A91
OR620964	Yersinia phage fHe-Yen9-02	Unclassified	#D3D3D3
OR620963	Yersinia phage fHe-Yen8-01	Unclassified	#D3D3D3
OR670491	Escherichia phage vB_EcoM_JNE01	Unclassified	#D3D3D3
OR472329	Vibrio phage vB_VibM_10AMN	Unclassified	#D3D3D3
OQ851348	Staphylococcus phage MSP1	Unclassified	#D3D3D3
OP534061	Enterococcus phage H1	Unclassified	#D3D3D3
OR604635	Pseudomonas phage UF_RH9	Unclassified	#D3D3D3
OR700190	Klebsiella phage SH-KP2492	Unclassified	#D3D3D3
OR589135	Pseudomonas phage UF_RH7	Unclassified	#D3D3D3
OP548052	Xanthomonas phage NED111	Autographiviridae	#537AB6
OQ992558	Escherichia phage L14	Straboviridae	#5F3A91
OR529306	Escherichia phage PCM001	Straboviridae	#5F3A91
OK665488	Pseudomonas phage VB_PaeP_VL1	Schitoviridae	#F27611
MN101226	Klebsiella phage KMI12	Straboviridae	#5F3A91
OR567511	Enterobacter phage vB_Ent31	Unclassified	#D3D3D3
CP072507	Klebsiella phage NAR688	Unclassified	#D3D3D3
OP562166	Xanthomonas virus PB119	Schitoviridae	#F27611
OL436246	Staphylococcus phage vB_SauM-HM01	Herelleviridae	#9DCE6A
OL436245	Staphylococcus phage vB_SurM-PSU4	Herelleviridae	#9DCE6A
OR493421	Klebsiella phage YC1	Unclassified	#D3D3D3
OR283216	Rhodococcus phage MacGully	Zierdtviridae	#CFE0F0
OR283215	Microbacterium phage Dooby	Orlajensenviridae	#C47FA7
OR283214	Microbacterium phage Picnic	Orlajensenviridae	#C47FA7
OR283213	Microbacterium phage Horacetta	Orlajensenviridae	#C47FA7
OR283212	Microbacterium phage Rhogar	Orlajensenviridae	#C47FA7
OR283211	Microbacterium phage Goobery	Orlajensenviridae	#C47FA7
OR283210	Microbacterium phage Douggie	Orlajensenviridae	#C47FA7
OR283209	Microbacterium phage LionelHutz	Orlajensenviridae	#C47FA7
OR283208	Microbacterium phage Danimal	Orlajensenviridae	#C47FA7
OR283207	Microbacterium phage Chatham	Orlajensenviridae	#C47FA7
OR283206	Gordonia phage MoontowerMania	Unclassified	#D3D3D3
OQ756160	Xanthomonas phage XAP3	Casjensviridae	#CF770A
OK539833	Salmonella phage vB_SenM-pSJ21	Unclassified	#D3D3D3
OK539832	Salmonella phage vB_SenAc-pSC20	Ackermannviridae	#CC60C5
LC779065	Yersinia phage vB_Yru_GN1	Unclassified	#D3D3D3
OR577172	Pseudomonas phage Rollin	Unclassified	#D3D3D3
OR481007	Pseudomonas phage ZU-1221	Casjensviridae	#CF770A
MZ171369	Methanoculleus virus Blf4	Pungoviridae	#ED0143
OR260090	Caulobacter phage Quill_5.2	Unclassified	#D3D3D3
OR260089	Caulobacter phage GB2A	Unclassified	#D3D3D3
OR228460	Pseudomonas phage fMGyn-Pae01	Unclassified	#D3D3D3
OR228459	Klebsiella phage fENko-Kae01	Unclassified	#D3D3D3
OR234010	Listeria phage LP-LmcIH1-9	Unclassified	#D3D3D3
OR234009	Listeria phage LP-LmcIH1-8	Unclassified	#D3D3D3
OR591532	Klebsiella phage KL01	Unclassified	#D3D3D3
OR578534	Acinetobacter phage ABp57	Autographiviridae	#537AB6
OR545379	Escherichia phage Sekstaphage-1	Unclassified	#D3D3D3
OR509539	Pseudomonas phage PASB7	Unclassified	#D3D3D3
OR498728	Escherichia phage ZX4221	Unclassified	#D3D3D3
OR474483	Staphylococcus phage vB_StaA_PSa6	Unclassified	#D3D3D3
MZ911962	Escherichia phage PLYYY01	Unclassified	#D3D3D3
OR413586	Salmonella phage SPLA9	Unclassified	#D3D3D3
OR413585	Salmonella phage SPLA5c	Unclassified	#D3D3D3
OR413584	Salmonella phage SPLA5b	Unclassified	#D3D3D3
OR413583	Salmonella phage SPLA5a	Unclassified	#D3D3D3
OR413582	Salmonella phage SPLA4	Unclassified	#D3D3D3
OR413581	Salmonella phage SPLA3	Unclassified	#D3D3D3
OR413580	Salmonella phage SPLA2	Unclassified	#D3D3D3
OR413579	Salmonella phage SPLA1b	Unclassified	#D3D3D3
OR413578	Salmonella phage SPLA1a	Unclassified	#D3D3D3
OR413577	Salmonella phage SPLA12	Unclassified	#D3D3D3
OR413576	Salmonella phage SPLA11	Unclassified	#D3D3D3
OR413575	Salmonella phage SPLA10	Unclassified	#D3D3D3
OR180314	Acinetobacter phage A3926.3	Unclassified	#D3D3D3
OR180313	Acinetobacter phage A2490.3	Unclassified	#D3D3D3
OR180312	Acinetobacter phage A1626.2	Unclassified	#D3D3D3
OR180310	Acinetobacter phage A832.1	Unclassified	#D3D3D3
OR180309	Acinetobacter phage A2.1	Unclassified	#D3D3D3
OR180308	Acinetobacter phage P711	Unclassified	#D3D3D3
OR180307	Acinetobacter phage P577	Unclassified	#D3D3D3
OR180306	Acinetobacter phage P115	Unclassified	#D3D3D3
OR613483	Mycobacterium phage PurduePete	Unclassified	#D3D3D3
OR613482	Mycobacterium phage StubbySaigey	Unclassified	#D3D3D3
OR613481	Microbacterium phage Rapheph	Unclassified	#D3D3D3
OR613480	Arthrobacter phage Argan	Unclassified	#D3D3D3
OR613479	Arthrobacter phage MooKitty	Unclassified	#D3D3D3
OR613478	Microbacterium phage BabyDotz	Unclassified	#D3D3D3
OR613477	Arthrobacter phage SerialPhiller	Unclassified	#D3D3D3
OR613476	Microbacterium phage Blage	Unclassified	#D3D3D3
OR613475	Gordonia phage OlgasClover	Unclassified	#D3D3D3
OR613474	Microbacterium phage PhunaPhoke	Unclassified	#D3D3D3
OR613473	Arthrobacter phage AbbyDaisy	Unclassified	#D3D3D3
OR613472	Microbacterium phage Janus167	Unclassified	#D3D3D3
OR613471	Mycobacterium phage Yassified	Unclassified	#D3D3D3
OR613470	Arthrobacter phage Tillums	Unclassified	#D3D3D3
OR613469	Mycobacterium phage BlueCrab	Unclassified	#D3D3D3
OR613468	Microbacterium phage Nicky22	Unclassified	#D3D3D3
OR613467	Microbacterium phage Mabodamaca	Unclassified	#D3D3D3
OR613466	Microbacterium phage CandC	Unclassified	#D3D3D3
OR428172	Lactococcus phage P1411	Unclassified	#D3D3D3
OR402836	Phage WC36-1	Unclassified	#D3D3D3
OQ992562	Pseudomonas phage PhiPizzaParty	Unclassified	#D3D3D3
OQ992561	Pseudomonas phage ANB1	Unclassified	#D3D3D3
OQ992560	Pseudomonas phage SAM2	Unclassified	#D3D3D3
OQ992559	Pseudomonas phage L15	Schitoviridae	#F27611
OQ992557	Pseudomonas phage Chuck	Mesyanzhinovviridae	#60C341
OQ992556	Pseudomonas phage Kurama	Unclassified	#D3D3D3
OQ992555	Pseudomonas phage Sealy	Unclassified	#D3D3D3
OQ992554	Pseudomonas phage Kat	Unclassified	#D3D3D3
OQ992553	Pseudomonas phage Clover	Mesyanzhinovviridae	#60C341
OQ992552	Pseudomonas phage GoodVibes	Unclassified	#D3D3D3
OQ992551	Pseudomonas phage Teru	Unclassified	#D3D3D3
OR555718	Klebsiella phage EKq1	Unclassified	#D3D3D3
OQ745668	Vibrio phage vB_ValA_R15Z	Autographiviridae	#537AB6
BK062760	Marinomonas phage YY	Corticoviridae	#62A757
OQ817837	Achromobacter phage kwar_LB4	Unclassified	#D3D3D3
OQ817842	Achromobacter phage ewik_TL4	Unclassified	#D3D3D3
OQ817832	Achromobacter phage CF418P1	Unclassified	#D3D3D3
OQ817833	Achromobacter phage ehaak_LB5	Unclassified	#D3D3D3
OQ817834	Achromobacter phage emuu_LB7	Unclassified	#D3D3D3
OQ817835	Achromobacter phage ewii_LB8	Unclassified	#D3D3D3
OQ817836	Achromobacter phage kuwaak_TL2	Unclassified	#D3D3D3
OQ817838	Achromobacter phage maay_LB1	Unclassified	#D3D3D3
OQ817839	Achromobacter phage nyaak_TL1	Unclassified	#D3D3D3
OQ817840	Achromobacter phage nyashin_LB6	Unclassified	#D3D3D3
OQ817841	Achromobacter phage shaaii_LB5	Unclassified	#D3D3D3
OQ817843	Achromobacter phage hasilly_LB3	Unclassified	#D3D3D3
OQ817844	Achromobacter phage SE2	Unclassified	#D3D3D3
OQ859057	Brevibacterium phage 10C	Unclassified	#D3D3D3
OQ859056	Brevibacterium phage 9C	Unclassified	#D3D3D3
OQ859055	Brevibacterium phage 8C	Unclassified	#D3D3D3
OQ859054	Brevibacterium phage 7C	Unclassified	#D3D3D3
OQ859053	Brevibacterium phage 6C	Unclassified	#D3D3D3
OQ859052	Brevibacterium phage 5T	Unclassified	#D3D3D3
OQ859051	Brevibacterium phage 5C	Unclassified	#D3D3D3
OQ859050	Brevibacterium phage 4T	Unclassified	#D3D3D3
OQ859049	Brevibacterium phage 4C	Unclassified	#D3D3D3
OQ859048	Brevibacterium phage 3T	Unclassified	#D3D3D3
OQ859047	Brevibacterium phage 3C	Unclassified	#D3D3D3
OQ859046	Brevibacterium phage 2T	Unclassified	#D3D3D3
OQ859045	Brevibacterium phage 2C	Unclassified	#D3D3D3
OQ859044	Brevibacterium phage 1T	Unclassified	#D3D3D3
OQ859043	Brevibacterium phage 1C	Unclassified	#D3D3D3
OR466728	Escherichia phage ES	Drexlerviridae	#A63C53
OR502445	Klebsiella phage KZag1	Ackermannviridae	#CC60C5
OR492660	Klebsiella phage P1011	Drexlerviridae	#A63C53
OQ884031	Enterobacter phage SDFMU_EhYP	Autographiviridae	#537AB6
OQ884030	Bacillus phage SDFMU_Pbc	Herelleviridae	#9DCE6A
OQ884029	Bacillus phage SDFMU_Pfc	Unclassified	#D3D3D3
OQ884028	Enterobacter phage SDFMU_Pec	Autographiviridae	#537AB6
OQ884027	Pseudomonas phage SDFMU_Ppc	Unclassified	#D3D3D3
OQ884026	Klebsiella phage SDFMU_Pkc	Autographiviridae	#537AB6
OR584314	Acinetobacter phage vB_AbaP_B4	Autographiviridae	#537AB6
OR387886	Klebsiella phage P55	Autographiviridae	#537AB6
OR548257	Clavibacter phage 33	Casjensviridae	#CF770A
OR521088	Microbacterium phage FlameThrower	Unclassified	#D3D3D3
OR521087	Mycobacterium phage MadKillah	Unclassified	#D3D3D3
OR521086	Mycobacterium phage Highbury	Unclassified	#D3D3D3
OR521085	Corynebacterium phage PSonyx	Unclassified	#D3D3D3
OR521084	Microbacterium phage Garey24	Unclassified	#D3D3D3
OR521083	Mycobacterium phage Diminimus	Vilmaviridae	#E48E73
OR521082	Mycobacterium phage Marshmallow	Unclassified	#D3D3D3
OR521081	Gordonia phage Halo3	Unclassified	#D3D3D3
OR521080	Microbacterium phage Huwbert	Unclassified	#D3D3D3
OR521079	Microbacterium phage MrWorldwide	Unclassified	#D3D3D3
OR521078	Arthrobacter phage Djungelskog	Unclassified	#D3D3D3
OR521077	Arthrobacter phage Arielagos	Unclassified	#D3D3D3
OR521076	Mycobacterium phage Ageofdapage	Unclassified	#D3D3D3
OR521075	Mycobacterium phage CheetoDust	Unclassified	#D3D3D3
OR521074	Gordonia phage Kwekel	Unclassified	#D3D3D3
OR521073	Microbacterium phage Jemerald	Unclassified	#D3D3D3
OR521072	Microbacterium phage Alucard	Orlajensenviridae	#C47FA7
OR521071	Gordonia phage Fulcrum	Unclassified	#D3D3D3
OR521070	Mycobacterium phage SrishMeg2525	Unclassified	#D3D3D3
OR521069	Mycobacterium phage Scrick	Unclassified	#D3D3D3
OR521068	Mycobacterium phage Groundhog	Unclassified	#D3D3D3
OR521067	Gordonia phage Rahul	Unclassified	#D3D3D3
OR521066	Mycobacterium phage Juniormint	Unclassified	#D3D3D3
OR521065	Mycobacterium phage Dexes	Unclassified	#D3D3D3
OR521064	Microbacterium phage BabyDaisy	Unclassified	#D3D3D3
OR521063	Mycobacterium phage Deenasa	Unclassified	#D3D3D3
OR521062	Gordonia phage GOATification	Unclassified	#D3D3D3
OR521061	Mycobacterium phage Saints25	Unclassified	#D3D3D3
OR521060	Arthrobacter phage Wildwest	Unclassified	#D3D3D3
OR521059	Microbacterium phage ASegato	Unclassified	#D3D3D3
OR521058	Arthrobacter phage Altadena	Unclassified	#D3D3D3
OR521057	Gordonia phage Goib	Unclassified	#D3D3D3
OR472545	Escherichia phage vB_EcoM_50EP	Drexlerviridae	#A63C53
OR188720	Pseudomonas phage LPPA33	Unclassified	#D3D3D3
OR188719	Pseudomonas phage LPPA36	Unclassified	#D3D3D3
OR188718	Pseudomonas phage LPPA56	Unclassified	#D3D3D3
OR352819	Salmonella phage PRF-SP11	Autographiviridae	#537AB6
OR400517	Salmonella phage PRF-SP12	Demerecviridae	#4A8041
OR360270	Enterococcus phage SSMH01	Unclassified	#D3D3D3
OR348818	Acinetobacter phage Scuro	Unclassified	#D3D3D3
OR360541	Burkholderia phage phiBtTUL1a	Unclassified	#D3D3D3
OR553916	Mycobacterium phage Dulcita	Vilmaviridae	#E48E73
OR553915	Gordonia phage Nodigi	Unclassified	#D3D3D3
OR553914	Microbacterium phage Schimmels22	Unclassified	#D3D3D3
OR553913	Arthrobacter phage Hirko	Unclassified	#D3D3D3
OR553912	Mycobacterium phage Ciao	Unclassified	#D3D3D3
OR553910	Gordonia phage Fribs8	Unclassified	#D3D3D3
OR553909	Mycobacterium phage Glaske16	Vilmaviridae	#E48E73
OR553908	Streptomyces phage Watermoore	Stanwilliamsviridae	#F06A51
OR553907	Gordonia phage NorManre	Unclassified	#D3D3D3
OR553906	Microbacterium phage Tinyman4	Unclassified	#D3D3D3
OR553905	Microbacterium phage Magritte	Unclassified	#D3D3D3
OR553904	Mycobacterium phage StolenFromERC	Unclassified	#D3D3D3
OR553903	Streptomyces phage Phredrick	Stanwilliamsviridae	#F06A51
OR553902	Arthrobacter phage Lewando	Unclassified	#D3D3D3
OR553901	Mycobacterium phage Koreni	Unclassified	#D3D3D3
OR553900	Gordonia phage EndAve	Unclassified	#D3D3D3
OR553899	Mycobacterium phage PickleBack	Unclassified	#D3D3D3
OR553898	Microbacterium phage PuffyCat	Orlajensenviridae	#C47FA7
OR553897	Gordonia phage Elinal	Unclassified	#D3D3D3
OR553896	Microbacterium phage Fregley	Unclassified	#D3D3D3
OR553895	Arthrobacter phage Nitro	Unclassified	#D3D3D3
OR553894	Mycobacterium phage HashRod	Unclassified	#D3D3D3
OR553893	Microbacterium phage Zenitsu	Unclassified	#D3D3D3
OR553892	Mycobacterium phage Mopey	Unclassified	#D3D3D3
OR553891	Arthrobacter phage CallinAllBarbz	Unclassified	#D3D3D3
OR263580	Streptomyces phage Samy	Unclassified	#D3D3D3
MK524501	Gordonia phage BrutonGaster	Unclassified	#D3D3D3
BK063680	Caudoviricetes sp. vir335	Unclassified	#D3D3D3
BK063679	Caudoviricetes sp. vir323	Unclassified	#D3D3D3
BK063678	Caudoviricetes sp. vir249	Unclassified	#D3D3D3
BK063677	Caudoviricetes sp. vir080	Unclassified	#D3D3D3
BK063676	Caudoviricetes sp. vir215	Unclassified	#D3D3D3
BK063675	dsDNA virus vir556	Unclassified	#D3D3D3
BK063674	dsDNA virus vir530	Unclassified	#D3D3D3
BK063673	Caudoviricetes sp. vir525	Unclassified	#D3D3D3
BK063672	Caudoviricetes sp. vir515	Unclassified	#D3D3D3
BK063671	Caudoviricetes sp. vir555	Unclassified	#D3D3D3
BK063670	Caudoviricetes sp. vir526	Unclassified	#D3D3D3
BK063669	Caudoviricetes sp. vir524	Unclassified	#D3D3D3
BK063668	Caudoviricetes sp. vir521	Unclassified	#D3D3D3
BK063667	Caudoviricetes sp. vir520	Unclassified	#D3D3D3
BK063666	Caudoviricetes sp. vir519	Unclassified	#D3D3D3
OR487170	Bacillus phage FI_KG-Lek	Unclassified	#D3D3D3
OR545507	Escherichia phage Sharanji	Unclassified	#D3D3D3
OR513085	Chryseobacterium phage MA9V-2	Unclassified	#D3D3D3
OP918669	Bacillus phage yong1	Unclassified	#D3D3D3
OL906435	Planktothrix phage Pag-Yong1	Unclassified	#D3D3D3
ON073792	Aphanizomenon phage Yong-DA	Unclassified	#D3D3D3
OR253920	Mycobacterium phage Spino	Unclassified	#D3D3D3
OR253919	Microbacterium phage Wayne3	Unclassified	#D3D3D3
OR253918	Gordonia phage Nibbles	Unclassified	#D3D3D3
OR253917	Mycobacterium Phage TiniBug	Unclassified	#D3D3D3
OR253916	Mycobacterium phage Auspice	Vilmaviridae	#E48E73
OR253915	Microbacterium phage Lonelysoil	Unclassified	#D3D3D3
OR253914	Microbacterium phage Morrigan	Unclassified	#D3D3D3
OR253913	Streptomyces phage Dennebes	Unclassified	#D3D3D3
OR253912	Gordonia phage MossRose	Unclassified	#D3D3D3
OR253911	Streptomyces phage PinkiePie	Stanwilliamsviridae	#F06A51
OR253910	Mycobacterium Phage Radiance	Unclassified	#D3D3D3
OR253909	Microbacterium phage Moleficent	Unclassified	#D3D3D3
OR253908	Gordonia phage BearBQ	Unclassified	#D3D3D3
OR253907	Microbacterium phage Guetzie	Unclassified	#D3D3D3
OR253906	Gordonia phage Thimann	Unclassified	#D3D3D3
OR253905	Mycobacterium Phage Paraselene	Unclassified	#D3D3D3
OR253904	Mycobacterium Phage Nergal	Unclassified	#D3D3D3
OR253903	Mycobacterium Phage LunaBlu	Unclassified	#D3D3D3
OR253902	Mycobacterium Phage Holt	Unclassified	#D3D3D3
OR253901	Streptomyces phage Sollertia	Stanwilliamsviridae	#F06A51
OR253900	Mycobacterium Phage TruffulaTree	Unclassified	#D3D3D3
OR253899	Streptomyces phage Liandry	Stanwilliamsviridae	#F06A51
OR253898	Microbacterium phage DumpQuist	Unclassified	#D3D3D3
OR253897	Gordonia phage ClamChowder	Unclassified	#D3D3D3
OR253896	Streptomyces phage Persimmon	Stanwilliamsviridae	#F06A51
OR195050	Microbacterium phage JaimeB	Orlajensenviridae	#C47FA7
OR195049	Arthrobacter phage RedFox	Unclassified	#D3D3D3
OR195048	Mycobacterium phage Bombitas	Unclassified	#D3D3D3
OR195047	Gordonia phage Artorias	Unclassified	#D3D3D3
OR195046	Gordonia phage Mossy	Unclassified	#D3D3D3
OR195045	Mycobacterium phage Eurydice	Unclassified	#D3D3D3
OR195044	Arthrobacter phage Gusanita	Unclassified	#D3D3D3
OR195043	Mycobacterium phage Ashballer	Unclassified	#D3D3D3
OR105946	Klebsiella phage vB_KpnP_cmc356ctg2	Drexlerviridae	#A63C53
OR105945	Klebsiella phage vB_KpnP_cmc356ctg1	Autographiviridae	#537AB6
OR449012	Salmonella phage Mansal	Ackermannviridae	#CC60C5
OR449013	Escherichia phage Mangalyan	Unclassified	#D3D3D3
OR434028	Mycobacterium phage Fozzie	Unclassified	#D3D3D3
OR434027	Rhodococcus phage GuyFagieri	Zierdtviridae	#CFE0F0
OR434026	Rhodococcus phage Apiary	Zierdtviridae	#CFE0F0
OR434025	Gordonia phage Crater	Unclassified	#D3D3D3
OR434024	Mycobacterium phage MiniBoss	Unclassified	#D3D3D3
OR434023	Mycobacterium phage Syra333	Unclassified	#D3D3D3
